Sequence,Complexity,Mode,Words,T1_Raw,T1_Plot,T2_Raw,T2_Plot
105,Simple,Narrative,4,145,145,1001.77,1001.77
106,Simple,Narrative,5,84,-84,502.91,-502.91
107,Simple,Narrative,7,111,111,615.25,615.25
108,Simple,Narrative,4,75,75,518.16,-518.16
109,Simple,Narrative,8,148,-148,1022.50,-1022.50
110,Compound/Complex,Conversation,196,3166,-3166,19124.32,-19124.32
111,Compound/Complex,Conversation,360,6601,6601,39884.14,-39884.14
112,Simple,Narrative,13,292,-292,1735.27,1735.27
113,Simple,Narrative,5,121,121,817.92,817.92
114,Complex,Narrative,15,243,243,1576.47,-1576.47
115,Simple,Narrative,7,148,-148,930.26,-930.26
116,Simple,Narrative,17,364,-364,2331.13,2331.13
117,Simple,Narrative,5,145,145,983.73,983.73
118,Simple,Narrative,3,83,83,555.38,555.38
119,Simple,Narrative,11,231,231,1411.45,1411.45
120,Simple,Narrative,3,65,65,431.03,431.03
121,Simple,Narrative,5,78,-78,538.88,-538.88
122,Simple,Narrative,3,86,-86,576.11,-576.11
123,Simple,Narrative,4,77,77,420.49,-420.49
124,Simple,Narrative,4,66,-66,400.64,-400.64
125,Simple,Narrative,5,166,-166,1128.81,-1128.81
126,Simple,Narrative,2,45,45,310.89,-310.89
127,Compound/Complex,Narrative,72,1150,-1150,7165.75,7165.75
128,Complex,Narrative,5,158,-158,1091.58,1091.58
129,Simple,Narrative,2,71,71,472.48,-472.48
130,Simple,Narrative,2,48,-48,313.58,313.58
131,Simple,Narrative,10,170,-170,1035.04,1035.04
132,Compound/Complex,Narrative,57,909,909,5488.16,-5488.16
133,Simple,Narrative,5,121,121,798.67,-798.67
134,Simple,Narrative,6,124,-124,856.69,-856.69
135,Simple,Narrative,35,643,643,3761.96,3761.96
136,Simple,Narrative,4,94,-94,575.23,575.23
137,Simple,Narrative,5,79,79,545.79,545.79
138,Simple,Narrative,6,78,-78,464.69,-464.69
139,Compound/Complex,Narrative,16,256,-256,1685.46,1685.46
140,Simple,Narrative,38,620,-620,3638.15,-3638.15
141,Simple,Narrative,7,52,-52,314.11,-314.11
142,Simple,Narrative,5,84,-84,552.37,-552.37
143,Simple,Narrative,5,102,-102,630.50,-630.50
144,Simple,Narrative,4,63,63,384.08,-384.08
145,Simple,Narrative,22,367,367,2248.26,-2248.26
146,Simple,Narrative,4,91,91,591.40,591.40
147,Simple,Narrative,5,72,-72,385.95,385.95
148,Simple,Narrative,21,331,331,1982.54,-1982.54
149,Simple,Narrative,6,176,-176,1109.43,1109.43
150,Complex,Narrative,17,390,-390,2555.28,2555.28
151,Simple,Narrative,6,143,143,915.78,915.78
152,Simple,Narrative,4,81,81,490.40,-490.40
153,Simple,Narrative,10,170,-170,993.79,993.79
154,Simple,Narrative,5,78,-78,446.65,-446.65
155,Simple,Narrative,8,151,151,902.76,-902.76
156,Simple,Narrative,53,814,-814,4711.89,4711.89
158,Simple,Narrative,3,21,21,127.04,127.04
159,Simple,Narrative,4,50,-50,315.80,315.80
160,Simple,Narrative,20,329,329,1892.32,-1892.32
161,Simple,Narrative,10,209,209,1351.70,1351.70
162,Simple,Narrative,4,35,35,241.81,241.81
163,Simple,Narrative,10,103,103,646.34,-646.34
164,Complex,Narrative,3,58,-58,400.71,-400.71
165,Simple,Narrative,5,86,-86,519.96,519.96
166,Complex,Narrative,2,43,43,297.08,297.08
167,Simple,Narrative,10,151,151,839.50,839.50
168,Simple,Narrative,5,90,-90,603.74,603.74
169,Simple,Narrative,20,334,-334,2123.87,2123.87
170,Compound/Complex,Narrative,78,1404,-1404,8029.31,8029.31
171,Simple,Narrative,17,276,-276,1687.98,1687.98
172,Simple,Narrative,9,236,-236,1500.94,-1500.94
173,Simple,Narrative,4,48,-48,313.58,313.58
174,Simple,Narrative,2,30,-30,189.22,189.22
175,Simple,Narrative,4,70,-70,462.61,-462.61
176,Simple,Narrative,5,106,-106,732.33,-732.33
177,Simple,Narrative,11,151,151,931.74,931.74
178,Complex,Narrative,15,282,-282,1725.70,1725.70
179,Compound/Complex,Narrative,34,649,649,3982.70,-3982.70
180,Simple,Narrative,6,110,-110,648.48,-648.48
181,Simple,Narrative,4,80,-80,552.70,-552.70
182,Simple,Narrative,4,38,-38,262.53,-262.53
183,Compound/Complex,Narrative,179,2942,-2942,16904.17,-16904.17
184,Simple,Narrative,3,80,-80,534.66,-534.66
185,Simple,Narrative,4,69,69,439.41,439.41
186,Simple,Narrative,9,138,-138,804.63,-804.63
187,Simple,Narrative,5,91,91,591.40,591.40
188,Simple,Narrative,30,587,587,3495.70,3495.70
189,Simple,Narrative,10,219,219,1391.81,1391.81
190,Compound/Complex,Narrative,14,327,327,2108.18,-2108.18
191,Compound/Complex,Narrative,108,1946,-1946,11746.21,-11746.21
192,Simple,Narrative,8,185,185,1167.84,1167.84
193,Simple,Narrative,3,63,63,417.21,417.21
194,Simple,Narrative,2,54,-54,373.07,373.07
195,Simple,Narrative,4,54,-54,335.78,335.78
196,Compound/Complex,Narrative,55,927,927,5599.80,5599.80
197,Simple,Narrative,5,108,-108,690.81,-690.81
198,Simple,Narrative,217,3480,-3480,19964.75,-19964.75
199,Simple,Narrative,6,81,81,434.25,-434.25
200,Simple,Narrative,5,77,77,420.49,-420.49
201,Simple,Narrative,46,825,825,5265.27,5265.27
202,Simple,Narrative,6,118,-118,777.94,777.94
203,Simple,Narrative,5,104,-104,690.54,-690.54
204,Simple,Narrative,38,629,629,3675.96,3675.96
205,Simple,Narrative,99,1769,1769,10534.91,-10534.91
206,Simple,Narrative,8,188,-188,1232.58,-1232.58
207,Simple,Narrative,6,133,133,881.57,881.57
208,Simple,Narrative,6,112,-112,681.32,681.32
209,Simple,Narrative,10,181,181,1203.27,1203.27
210,Compound/Complex,Narrative,90,1382,-1382,8164.21,-8164.21
211,Simple,Narrative,5,122,-122,768.68,-768.68
212,Simple,Narrative,4,123,123,849.78,849.78
213,Simple,Narrative,4,138,-138,879.22,879.22
214,Simple,Narrative,4,107,107,739.24,739.24
215,Simple,Narrative,5,84,-84,514.07,-514.07
216,Simple,Narrative,5,98,-98,659.01,659.01
217,Simple,Narrative,5,61,61,309.95,309.95
218,Simple,Narrative,47,774,-774,4636.86,-4636.86
219,Simple,Narrative,2,91,91,628.70,-628.70
220,Simple,Narrative,2,71,71,490.52,-490.52
221,Compound/Complex,Narrative,29,586,-586,3645.35,3645.35
222,Simple,Narrative,19,437,437,2724.23,-2724.23
223,Simple,Narrative,3,43,43,297.08,297.08
224,Simple,Narrative,4,100,-100,690.88,-690.88
225,Simple,Narrative,7,108,-108,639.64,639.64
226,Simple,Narrative,29,533,533,3087.47,3087.47
227,Simple,Narrative,5,67,67,351.40,351.40
228,Simple,Narrative,3,63,63,417.21,417.21
229,Simple,Conversation,8,100,-100,470.15,-470.15
230,Simple,Narrative,4,33,33,191.90,191.90
231,Compound/Complex,Narrative,63,1120,-1120,6664.62,-6664.62
232,Simple,Conversation,6,58,-58,362.29,-362.29
233,Simple,Narrative,4,67,67,444.84,-444.84
234,Simple,Narrative,4,54,-54,355.03,355.03
235,Simple,Narrative,7,154,-154,1027.86,1027.86
236,Simple,Narrative,4,34,-34,234.90,-234.90
237,Simple,Narrative,5,118,-118,815.23,815.23
238,Compound/Complex,Narrative,42,753,753,4534.00,-4534.00
240,Simple,Narrative,10,146,-146,939.46,939.46
241,Simple,Narrative,4,79,79,494.62,-494.62
242,Simple,Narrative,4,43,43,245.91,245.91
243,Simple,Narrative,4,43,43,297.08,297.08
244,Simple,Narrative,5,109,109,753.05,753.05
245,Simple,Narrative,4,65,65,439.14,439.14
246,Compound/Complex,Narrative,40,822,-822,4933.46,4933.46
247,Simple,Narrative,4,55,55,342.69,-342.69
248,Simple,Narrative,6,68,-68,377.16,377.16
249,Simple,Narrative,13,248,-248,1644.16,-1644.16
250,Simple,Narrative,7,154,-154,878.27,-878.27
251,Simple,Narrative,6,120,-120,699.52,699.52
252,Simple,Narrative,4,99,99,683.97,683.97
253,Simple,Narrative,5,75,75,480.86,-480.86
254,Simple,Narrative,11,134,-134,907.73,907.73
255,Simple,Narrative,4,54,-54,373.07,373.07
256,Simple,Narrative,17,311,311,1945.71,1945.71
257,Simple,Narrative,3,51,51,316.26,-316.26
258,Compound/Complex,Narrative,130,2270,-2270,13497.42,13497.42
259,Simple,Narrative,7,76,-76,507.02,507.02
260,Simple,Narrative,5,34,-34,216.85,-216.85
261,Compound/Complex,Narrative,127,2105,2105,12126.17,-12126.17
262,Simple,Narrative,3,44,-44,303.99,303.99
263,Simple,Narrative,5,105,105,725.42,725.42
264,Simple,Narrative,10,148,-148,799.53,799.53
265,Simple,Narrative,5,96,-96,645.20,645.20
266,Simple,Narrative,2,43,43,297.08,297.08
267,Simple,Narrative,4,54,-54,335.78,335.78
268,Simple,Narrative,3,59,59,407.62,407.62
269,Simple,Narrative,2,59,59,407.62,407.62
270,Simple,Narrative,13,184,-184,1188.68,-1188.68
271,Simple,Narrative,4,85,85,569.20,569.20
272,Simple,Narrative,3,80,-80,534.66,-534.66
273,Simple,Narrative,5,78,-78,520.84,-520.84
274,Complex,Narrative,26,348,-348,2057.23,2057.23
275,Complex,Narrative,5,91,91,606.61,-606.61
276,Simple,Narrative,4,93,93,568.32,-568.32
277,Simple,Narrative,4,59,59,407.62,407.62
278,Simple,Narrative,4,91,91,628.70,-628.70
279,Simple,Narrative,2,37,37,255.62,255.62
280,Compound/Complex,Narrative,159,2645,2645,15347.68,15347.68
281,Simple,Narrative,19,435,435,2710.17,-2710.17
282,Simple,Narrative,4,86,-86,538.82,-538.82
283,Simple,Narrative,12,171,171,1144.10,-1144.10
284,Simple,Narrative,5,144,-144,994.86,-994.86
285,Simple,Narrative,6,162,-162,1045.03,1045.03
286,Simple,Narrative,10,192,-192,1160.06,-1160.06
287,Compound/Complex,Narrative,59,994,-994,5698.91,-5698.91
288,Simple,Narrative,7,121,121,687.18,687.18
289,Simple,Narrative,11,205,205,1304.81,-1304.81
290,Simple,Narrative,4,58,-58,400.71,-400.71
291,Simple,Narrative,4,69,69,402.51,-402.51
292,Simple,Narrative,6,86,-86,482.67,-482.67
293,Simple,Narrative,3,103,103,711.60,711.60
294,Simple,Narrative,4,87,87,563.77,563.77
295,Simple,Conversation,34,563,563,3080.54,-3080.54
296,Simple,Narrative,6,157,157,955.15,955.15
297,Simple,Narrative,6,140,-140,898.01,-898.01
298,Simple,Narrative,5,139,139,886.13,-886.13
299,Simple,Narrative,4,72,-72,405.20,405.20
300,Complex,Narrative,2,43,43,297.08,297.08
301,Simple,Narrative,4,101,101,660.49,-660.49
302,Simple,Narrative,42,764,-764,4771.09,4771.09
303,Simple,Narrative,3,86,-86,594.15,-594.15
304,Simple,Narrative,86,1356,-1356,7567.75,7567.75
305,Simple,Narrative,52,1010,-1010,6255.80,6255.80
306,Simple,Narrative,6,84,-84,496.02,-496.02
307,Simple,Narrative,2,49,49,338.53,-338.53
308,Simple,Narrative,2,35,35,241.81,241.81
309,Simple,Narrative,2,22,-22,151.99,151.99
310,Simple,Narrative,9,161,161,1075.02,1075.02
311,Simple,Narrative,7,128,-128,754.79,-754.79
312,Simple,Narrative,8,103,103,637.01,637.01
313,Simple,Narrative,4,54,-54,373.07,373.07
314,Simple,Narrative,3,59,59,407.62,407.62
315,Simple,Narrative,3,83,83,573.43,573.43
316,Simple,Narrative,4,99,99,665.92,665.92
317,Simple,Narrative,3,80,-80,534.66,-534.66
318,Simple,Narrative,5,83,83,518.09,-518.09
319,Simple,Narrative,33,616,-616,3444.49,-3444.49
320,Simple,Narrative,4,98,-98,602.87,-602.87
321,Simple,Narrative,3,33,33,209.95,209.95
322,Simple,Narrative,3,55,55,361.94,361.94
323,Simple,Narrative,4,92,-92,635.61,635.61
324,Simple,Narrative,2,41,41,283.26,283.26
325,Compound/Complex,Narrative,30,505,505,3119.59,3119.59
326,Simple,Narrative,2,43,43,297.08,297.08
327,Simple,Narrative,4,86,-86,538.82,-538.82
328,Simple,Narrative,9,223,223,1467.27,1467.27
329,Complex,Narrative,124,1806,-1806,10406.98,-10406.98
330,Simple,Narrative,5,72,-72,385.95,385.95
331,Simple,Narrative,3,58,-58,382.66,-382.66
332,Simple,Narrative,9,119,119,637.82,637.82
333,Simple,Narrative,8,150,-150,926.04,-926.04
334,Simple,Narrative,2,44,-44,285.94,285.94
335,Simple,Narrative,4,109,109,715.76,715.76
336,Simple,Narrative,8,128,-128,795.86,795.86
337,Complex,Narrative,123,2277,2277,14174.31,-14174.31
338,Compound/Complex,Narrative,141,2246,-2246,12794.39,-12794.39
339,Compound/Complex,Narrative,369,6165,6165,34554.50,-34554.50
340,Simple,Narrative,3,75,75,480.86,-480.86
341,Simple,Narrative,4,99,99,646.67,-646.67
342,Complex,Narrative,4,84,-84,580.34,-580.34
343,Simple,Narrative,17,306,-306,1833.97,1833.97
344,Simple,Narrative,6,106,-106,666.06,-666.06
345,Simple,Narrative,6,156,-156,1056.76,-1056.76
346,Simple,Narrative,7,109,109,631.64,631.64
347,Simple,Narrative,3,76,-76,525.07,525.07
348,Simple,Narrative,2,42,-42,272.12,-272.12
349,Simple,Narrative,4,100,-100,653.58,653.58
350,Simple,Narrative,4,113,113,706.50,-706.50
351,Simple,Narrative,5,84,-84,468.85,-468.85
352,Simple,Narrative,3,39,39,251.40,251.40
353,Simple,Narrative,2,70,-70,465.57,465.57
354,Simple,Narrative,3,97,97,652.11,-652.11
355,Simple,Narrative,3,62,-62,373.01,373.01
356,Simple,Narrative,3,67,67,462.89,-462.89
357,Complex,Narrative,13,183,183,1097.48,1097.48
358,Simple,Narrative,2,75,75,500.11,-500.11
359,Simple,Narrative,3,62,-62,410.30,-410.30
360,Simple,Narrative,5,149,149,992.11,-992.11
361,Simple,Narrative,4,76,-76,525.07,525.07
362,Simple,Narrative,4,56,-56,320.62,-320.62
363,Simple,Narrative,2,55,55,361.94,361.94
364,Simple,Narrative,5,84,-84,580.34,-580.34
365,Simple,Narrative,6,107,107,739.24,739.24
366,Simple,Narrative,2,36,-36,230.67,-230.67
367,Simple,Narrative,6,139,139,923.02,923.02
368,Simple,Narrative,26,374,-374,2172.81,-2172.81
369,Simple,Narrative,6,92,-92,524.12,-524.12
370,Simple,Narrative,3,52,-52,359.26,359.26
371,Simple,Narrative,33,554,-554,3332.36,-3332.36
372,Simple,Narrative,36,601,601,3523.38,3523.38
373,Simple,Narrative,4,83,83,481.19,481.19
374,Simple,Narrative,9,206,-206,1320.04,-1320.04
375,Simple,Narrative,2,33,33,227.99,227.99
376,Simple,Narrative,19,314,-314,1714.89,-1714.89
377,Simple,Narrative,14,256,-256,1564.53,-1564.53
378,Complex,Narrative,2,39,39,251.40,251.40
379,Simple,Narrative,16,302,-302,1844.42,-1844.42
380,Complex,Narrative,6,176,-176,1193.85,1193.85
381,Simple,Narrative,5,133,133,826.63,-826.63
382,Simple,Narrative,2,51,51,334.30,-334.30
383,Simple,Narrative,3,83,83,536.13,-536.13
384,Simple,Narrative,6,88,-88,607.97,607.97
385,Simple,Narrative,5,131,131,905.05,905.05
386,Simple,Narrative,4,71,71,490.52,-490.52
387,Simple,Narrative,5,90,-90,529.55,529.55
388,Simple,Narrative,6,142,-142,869.56,869.56
389,Simple,Narrative,11,243,243,1530.05,-1530.05
390,Simple,Narrative,6,96,-96,551.76,551.76
391,Simple,Narrative,4,54,-54,355.03,355.03
392,Simple,Narrative,4,87,87,601.06,601.06
393,Simple,Narrative,9,185,185,1130.55,-1130.55
394,Simple,Narrative,4,80,-80,534.66,-534.66
395,Simple,Narrative,11,276,-276,1834.64,-1834.64
396,Simple,Narrative,4,70,-70,391.38,391.38
397,Simple,Narrative,8,105,105,707.38,707.38
398,Simple,Narrative,3,76,-76,507.02,507.02
399,Compound/Complex,Narrative,43,674,-674,3989.97,3989.97
400,Simple,Narrative,4,64,-64,404.87,-404.87
401,Compound/Complex,Narrative,178,3395,3395,20817.45,20817.45
402,Complex,Narrative,65,1177,1177,7523.39,7523.39
403,Complex,Narrative,13,272,-272,1767.70,1767.70
404,Simple,Narrative,7,136,-136,828.11,-828.11
405,Simple,Narrative,5,111,111,766.87,-766.87
406,Simple,Narrative,2,30,-30,189.22,189.22
407,Simple,Narrative,4,72,-72,479.39,479.39
408,Simple,Narrative,4,89,89,614.88,-614.88
409,Simple,Narrative,20,290,-290,1796.08,-1796.08
410,Simple,Narrative,5,85,85,587.24,587.24
411,Simple,Narrative,5,136,-136,921.55,921.55
412,Compound/Complex,Narrative,44,659,659,3859.04,3859.04
413,Simple,Narrative,4,74,-74,419.01,419.01
414,Simple,Narrative,5,92,-92,506.08,-506.08
415,Simple,Narrative,12,197,197,1247.51,1247.51
416,Simple,Narrative,12,227,227,1360.52,-1360.52
417,Simple,Narrative,3,62,-62,428.34,-428.34
418,Simple,Narrative,3,45,45,292.85,-292.85
419,Simple,Narrative,2,47,47,324.71,-324.71
420,Simple,Narrative,2,34,-34,234.90,-234.90
421,Simple,Narrative,4,67,67,370.65,-370.65
422,Simple,Narrative,2,68,-68,469.80,469.80
423,Simple,Narrative,2,60,-60,414.53,-414.53
424,Simple,Narrative,11,228,-228,1553.11,1553.11
425,Complex,Narrative,17,374,-374,2436.30,-2436.30
426,Simple,Narrative,2,45,45,310.89,-310.89
427,Simple,Narrative,2,69,69,476.70,-476.70
428,Simple,Narrative,2,52,-52,359.26,359.26
429,Simple,Narrative,2,63,63,435.25,435.25
430,Simple,Narrative,13,203,203,1274.16,-1274.16
431,Simple,Narrative,2,57,57,393.80,393.80
432,Simple,Narrative,5,105,105,670.08,-670.08
433,Compound/Complex,Narrative,33,543,543,3163.71,3163.71
434,Simple,Narrative,5,107,107,739.24,739.24
435,Simple,Narrative,8,175,175,1060.65,-1060.65
436,Simple,Narrative,6,95,95,526.80,-526.80
437,Simple,Narrative,4,63,63,435.25,435.25
438,Simple,Narrative,4,78,-78,520.84,-520.84
439,Simple,Narrative,9,127,127,682.01,-682.01
440,Simple,Narrative,6,88,-88,538.76,-538.76
441,Simple,Narrative,12,239,239,1446.85,-1446.85
442,Simple,Narrative,10,141,141,783.31,783.31
443,Simple,Narrative,4,79,79,527.75,527.75
444,Simple,Narrative,5,89,89,574.75,-574.75
445,Simple,Narrative,7,118,-118,805.31,805.31
446,Simple,Narrative,4,103,103,711.60,711.60
447,Simple,Narrative,5,186,-186,1210.84,-1210.84
448,Simple,Narrative,2,34,-34,216.85,-216.85
449,Simple,Narrative,5,89,89,522.65,-522.65
450,Simple,Narrative,7,101,101,517.09,517.09
451,Simple,Narrative,4,55,55,305.79,305.79
452,Simple,Narrative,2,43,43,297.08,297.08
453,Simple,Narrative,15,316,-316,1947.53,1947.53
454,Simple,Narrative,6,119,119,710.66,-710.66
455,Compound/Complex,Narrative,72,1515,1515,9306.14,-9306.14
456,Simple,Narrative,5,116,-116,727.23,727.23
457,Simple,Narrative,4,52,-52,303.92,303.92
458,Simple,Narrative,5,129,129,873.19,873.19
459,Simple,Narrative,5,124,-124,856.69,-856.69
460,Simple,Narrative,13,177,177,1024.11,-1024.11
461,Simple,Narrative,12,199,199,1161.20,1161.20
462,Simple,Narrative,4,89,89,522.65,-522.65
463,Simple,Narrative,2,31,31,214.17,-214.17
464,Simple,Narrative,2,18,-18,106.31,-106.31
465,Simple,Narrative,23,417,417,2569.12,2569.12
466,Complex,Narrative,44,768,-768,4420.17,-4420.17
467,Simple,Narrative,4,121,121,743.73,743.73
468,Simple,Narrative,2,48,-48,313.58,313.58
469,Simple,Narrative,92,1689,1689,10248.35,-10248.35
470,Compound/Complex,Narrative,198,3362,-3362,19671.14,19671.14
471,Simple,Narrative,3,93,93,605.22,605.22
472,Compound/Complex,Narrative,43,694,-694,4327.46,4327.46
473,Simple,Narrative,31,517,517,3038.58,-3038.58
474,Simple,Narrative,8,128,-128,884.32,-884.32
475,Simple,Narrative,2,57,57,393.80,393.80
476,Simple,Narrative,24,341,341,1993.27,1993.27
477,Compound/Complex,Narrative,221,3673,3673,20306.89,-20306.89
478,Simple,Narrative,2,57,57,393.80,393.80
479,Simple,Narrative,3,66,-66,455.98,455.98
480,Simple,Narrative,2,22,-22,151.99,151.99
481,Simple,Narrative,5,94,-94,575.23,575.23
482,Simple,Narrative,3,48,-48,331.62,331.62
483,Compound/Complex,Narrative,134,1969,1969,11968.15,-11968.15
484,Compound/Complex,Narrative,39,724,-724,4483.38,4483.38
485,Compound/Complex,Narrative,76,1287,1287,7954.82,-7954.82
486,Simple,Narrative,5,86,-86,576.11,-576.11
487,Simple,Narrative,3,58,-58,400.71,-400.71
488,Simple,Narrative,3,79,79,545.79,545.79
489,Simple,Narrative,156,2370,-2370,13986.64,-13986.64
490,Simple,Narrative,2,60,-60,414.53,-414.53
491,Simple,Narrative,50,841,841,5203.69,5203.69
492,Simple,Narrative,3,49,49,320.49,-320.49
493,Simple,Narrative,4,82,-82,497.30,497.30
494,Simple,Narrative,4,61,61,355.16,355.16
495,Simple,Narrative,2,61,61,403.39,403.39
496,Simple,Narrative,7,176,-176,1197.90,1197.90
497,Simple,Narrative,4,79,79,508.50,-508.50
498,Compound/Complex,Narrative,382,6156,-6156,36192.45,-36192.45
499,Simple,Narrative,5,105,105,707.38,707.38
500,Compound/Complex,Narrative,15,265,265,1622.15,-1622.15
501,Simple,Narrative,11,226,-226,1403.07,1403.07
502,Simple,Narrative,7,156,-156,1026.60,-1026.60
503,Simple,Narrative,5,118,-118,741.04,741.04
504,Simple,Narrative,5,90,-90,566.45,-566.45
505,Simple,Narrative,5,142,-142,981.04,981.04
506,Simple,Narrative,3,53,53,366.16,-366.16
507,Simple,Narrative,7,128,-128,717.50,717.50
508,Simple,Narrative,4,92,-92,598.31,-598.31
509,Simple,Narrative,6,113,113,762.65,-762.65
510,Compound/Complex,Narrative,237,4142,-4142,25703.44,25703.44
511,Simple,Narrative,4,99,99,646.67,-646.67
512,Complex,Narrative,20,442,-442,2818.76,-2818.76
513,Simple,Narrative,11,233,233,1609.74,1609.74
514,Simple,Narrative,4,84,-84,543.04,543.04
515,Simple,Narrative,4,100,-100,643.86,643.86
516,Simple,Narrative,4,122,-122,842.87,-842.87
