Sequence,Complexity,Mode,Words,T1_Raw,T1_Plot,T2_Raw,T2_Plot
82,Simple,Narrative,2,46,-46,317.80,317.80
83,Simple,Narrative,2,51,51,352.35,-352.35
84,Simple,Narrative,4,82,-82,455.03,455.03
85,Simple,Narrative,2,55,55,379.98,379.98
86,Simple,Narrative,3,88,-88,570.68,-570.68
87,Simple,Narrative,2,59,59,407.62,407.62
88,Simple,Narrative,4,76,-76,413.58,413.58
89,Simple,Narrative,2,66,-66,455.98,455.98
90,Simple,Conversation,3,95,95,582.14,-582.14
91,Simple,Narrative,2,62,-62,428.34,-428.34
92,Simple,Narrative,5,157,157,1010.48,-1010.48
93,Simple,Narrative,2,66,-66,455.98,455.98
94,Simple,Narrative,1,69,69,476.70,-476.70
95,Simple,Narrative,2,70,-70,483.61,483.61
96,Simple,Conversation,7,147,147,852.93,-852.93
97,Simple,Narrative,2,74,-74,511.25,511.25
98,Simple,Conversation,15,383,383,2320.75,-2320.75
99,Simple,Narrative,2,69,69,476.70,-476.70
100,Simple,Narrative,3,105,105,696.44,-696.44
101,Simple,Narrative,7,173,173,1185.29,1185.29
102,Simple,Narrative,2,33,33,227.99,227.99
103,Simple,Conversation,25,402,-402,2288.98,-2288.98
104,Simple,Narrative,2,38,-38,244.49,-244.49
105,Simple,Narrative,2,39,39,259.52,259.52
106,Simple,Narrative,2,42,-42,290.17,-290.17
107,Simple,Narrative,2,59,59,407.62,407.62
108,Simple,Narrative,2,46,-46,317.80,317.80
109,Simple,Narrative,6,141,141,926.92,-926.92
110,Simple,Narrative,1,59,59,407.62,407.62
111,Simple,Narrative,5,64,-64,421.16,421.16
112,Simple,Narrative,2,22,-22,100.82,-100.82
113,Simple,Narrative,5,85,85,566.24,-566.24
114,Compound/Complex,Narrative,26,645,645,4281.50,4281.50
115,Compound/Complex,Narrative,67,1221,1221,7646.37,-7646.37
116,Simple,Narrative,1,45,45,310.89,-310.89
117,Simple,Narrative,6,115,115,683.02,683.02
118,Compound/Complex,Narrative,44,959,959,6066.21,-6066.21
119,Simple,Narrative,2,35,35,241.81,241.81
120,Simple,Narrative,1,41,41,283.26,283.26
121,Compound/Complex,Narrative,27,485,485,2962.96,-2962.96
122,Compound/Complex,Narrative,35,697,697,4362.76,-4362.76
123,Compound/Complex,Narrative,30,644,-644,3907.55,3907.55
124,Compound/Complex,Narrative,27,504,-504,3118.20,-3118.20
125,Compound/Complex,Conversation,52,1023,1023,6419.30,6419.30
126,Complex,Narrative,15,261,261,1479.14,1479.14
127,Compound/Complex,Narrative,24,561,561,3604.24,-3604.24
128,Compound/Complex,Narrative,48,930,-930,5699.95,5699.95
129,Compound/Complex,Narrative,45,1004,-1004,6494.82,-6494.82
130,Compound/Complex,Narrative,36,677,677,4418.11,-4418.11
131,Compound/Complex,Narrative,80,1362,-1362,8328.13,-8328.13
132,Compound/Complex,Narrative,38,887,887,5521.00,5521.00
133,Complex,Narrative,33,614,-614,3749.15,3749.15
134,Compound/Complex,Narrative,30,613,613,3755.09,3755.09
135,Compound/Complex,Narrative,62,1197,1197,7258.01,-7258.01
136,Simple,Narrative,2,34,-34,234.90,-234.90
137,Simple,Narrative,1,43,43,297.08,297.08
138,Complex,Conversation,12,240,-240,1626.09,-1626.09
139,Compound/Complex,Narrative,50,1088,-1088,6894.74,-6894.74
140,Simple,Narrative,6,97,97,595.96,595.96
141,Compound/Complex,Narrative,36,766,-766,4859.37,4859.37
142,Complex,Narrative,30,643,643,3995.43,3995.43
143,Compound/Complex,Narrative,37,772,-772,4916.98,-4916.98
144,Simple,Narrative,6,132,-132,902.03,-902.03
145,Simple,Narrative,8,207,207,1336.73,-1336.73
146,Compound/Complex,Narrative,33,666,-666,4397.74,4397.74
147,Complex,Narrative,24,425,425,2513.26,2513.26
148,Compound/Complex,Narrative,28,698,-698,4449.48,4449.48
149,Compound/Complex,Narrative,29,828,-828,5312.16,-5312.16
150,Compound/Complex,Narrative,41,840,-840,5284.45,-5284.45
151,Compound/Complex,Narrative,19,474,-474,3229.61,3229.61
152,Compound/Complex,Conversation,27,635,635,3986.87,-3986.87
153,Simple,Conversation,16,389,389,2453.88,2453.88
154,Compound/Complex,Conversation,55,1105,1105,6856.44,-6856.44
155,Simple,Conversation,8,146,-146,942.41,-942.41
156,Compound/Complex,Conversation,23,541,541,3514.40,-3514.40
157,Compound/Complex,Narrative,48,936,-936,5894.16,-5894.16
158,Compound/Complex,Narrative,69,1428,-1428,9205.92,9205.92
159,Compound/Complex,Narrative,32,629,629,3878.46,-3878.46
160,Compound/Complex,Narrative,21,476,-476,3142.44,-3142.44
161,Compound/Complex,Conversation,31,558,-558,3447.98,3447.98
162,Compound/Complex,Narrative,56,1333,1333,8246.39,-8246.39
163,Compound/Complex,Narrative,40,752,-752,4450.69,-4450.69
164,Compound/Complex,Conversation,71,1651,1651,10342.36,-10342.36
165,Compound/Complex,Narrative,28,676,-676,4345.11,4345.11
166,Compound/Complex,Conversation,25,398,-398,2542.16,-2542.16
167,Complex,Conversation,19,368,-368,2333.47,2333.47
168,Simple,Narrative,13,292,-292,1879.39,1879.39
169,Complex,Narrative,18,308,-308,1930.05,-1930.05
170,Simple,Narrative,5,108,-108,725.77,725.77
171,Simple,Conversation,23,468,-468,2877.69,2877.69
172,Simple,Conversation,23,537,537,3415.37,3415.37
173,Simple,Narrative,28,522,-522,3222.60,-3222.60
174,Compound/Complex,Conversation,59,1071,1071,6413.64,6413.64
175,Complex,Narrative,27,558,-558,3359.13,3359.13
176,Simple,Narrative,25,512,-512,3087.75,3087.75
177,Complex,Narrative,14,309,309,1841.17,1841.17
178,Simple,Narrative,12,200,-200,1264.31,-1264.31
179,Simple,Narrative,20,353,353,2018.24,-2018.24
180,Complex,Narrative,21,421,421,2544.19,-2544.19
181,Compound/Complex,Narrative,23,391,391,2526.62,-2526.62
182,Simple,Narrative,21,355,355,2022.91,-2022.91
183,Compound/Complex,Narrative,40,842,-842,5172.19,-5172.19
184,Compound/Complex,Conversation,37,964,-964,6133.17,6133.17
185,Compound/Complex,Narrative,38,753,753,4631.77,4631.77
186,Compound/Complex,Conversation,50,1085,1085,6622.20,-6622.20
187,Compound/Complex,Narrative,45,1062,-1062,6835.64,6835.64
188,Compound/Complex,Narrative,36,664,-664,3830.98,-3830.98
189,Compound/Complex,Narrative,54,1089,1089,6264.09,-6264.09
190,Simple,Narrative,15,284,-284,1881.14,1881.14
191,Compound/Complex,Narrative,36,847,847,5392.98,-5392.98
192,Complex,Narrative,10,231,231,1389.96,1389.96
193,Compound/Complex,Narrative,32,684,-684,4075.04,4075.04
194,Complex,Narrative,9,187,187,1229.03,1229.03
195,Complex,Narrative,8,118,-118,815.23,815.23
196,Compound/Complex,Conversation,57,1250,-1250,7332.33,-7332.33
197,Complex,Narrative,17,356,-356,2137.45,2137.45
198,Compound/Complex,Narrative,26,619,619,3744.32,-3744.32
199,Compound/Complex,Narrative,39,784,-784,4780.70,-4780.70
200,Compound/Complex,Narrative,55,1123,1123,6930.38,-6930.38
201,Compound/Complex,Narrative,49,900,-900,5210.23,-5210.23
202,Compound/Complex,Narrative,27,604,-604,3863.97,3863.97
203,Compound/Complex,Narrative,79,1715,1715,10807.44,10807.44
204,Compound/Complex,Narrative,14,277,277,1695.00,-1695.00
205,Complex,Narrative,45,902,-902,5706.89,-5706.89
206,Compound/Complex,Conversation,30,594,-594,3683.49,3683.49
207,Compound/Complex,Narrative,27,702,-702,4486.12,-4486.12
208,Compound/Complex,Narrative,15,231,231,1520.94,-1520.94
209,Compound/Complex,Narrative,38,692,-692,4109.77,4109.77
210,Compound/Complex,Narrative,32,649,649,4020.51,-4020.51
211,Compound/Complex,Narrative,30,673,673,4271.10,4271.10
212,Compound/Complex,Narrative,37,713,713,4388.51,-4388.51
213,Complex,Conversation,18,372,-372,2415.53,2415.53
214,Complex,Narrative,17,325,325,2127.89,2127.89
215,Compound/Complex,Narrative,32,668,-668,4029.13,4029.13
216,Compound/Complex,Conversation,43,806,-806,5019.22,5019.22
217,Compound/Complex,Narrative,14,400,-400,2600.85,-2600.85
218,Compound/Complex,Conversation,109,2372,-2372,15216.95,-15216.95
219,Compound/Complex,Conversation,73,1451,1451,9192.87,-9192.87
220,Complex,Narrative,40,835,835,5174.30,-5174.30
221,Complex,Narrative,28,626,-626,3977.47,3977.47
222,Compound/Complex,Conversation,112,2255,2255,13700.76,-13700.76
223,Compound/Complex,Conversation,46,917,917,5648.19,-5648.19
224,Compound/Complex,Conversation,58,1191,1191,7539.60,7539.60
225,Compound/Complex,Conversation,51,1134,-1134,7391.20,7391.20
226,Compound/Complex,Narrative,68,1246,-1246,7369.70,7369.70
227,Compound/Complex,Narrative,27,585,585,3711.75,3711.75
228,Compound/Complex,Narrative,62,1238,-1238,7814.74,-7814.74
229,Compound/Complex,Conversation,40,908,-908,5842.26,-5842.26
230,Compound/Complex,Narrative,30,692,-692,4397.41,4397.41
231,Compound/Complex,Narrative,36,767,767,4608.27,-4608.27
232,Compound/Complex,Narrative,35,799,799,5055.41,5055.41
233,Complex,Narrative,13,234,-234,1417.03,1417.03
234,Compound/Complex,Conversation,23,493,493,3079.36,3079.36
235,Compound/Complex,Narrative,18,350,-350,2095.04,2095.04
236,Compound/Complex,Conversation,36,866,-866,5313.50,5313.50
237,Complex,Narrative,12,235,235,1491.92,1491.92
238,Complex,Narrative,14,237,237,1558.70,-1558.70
239,Compound/Complex,Narrative,36,775,775,5005.80,5005.80
240,Compound/Complex,Narrative,54,1280,-1280,7895.85,7895.85
241,Compound/Complex,Narrative,47,907,907,5761.16,5761.16
242,Compound/Complex,Narrative,25,588,-588,3662.85,-3662.85
243,Compound/Complex,Narrative,18,342,-342,2044.24,-2044.24
244,Complex,Narrative,21,441,441,2617.04,2617.04
245,Compound/Complex,Narrative,36,736,-736,4415.27,4415.27
246,Compound/Complex,Conversation,55,1093,1093,6945.41,6945.41
247,Simple,Narrative,28,532,-532,3323.80,3323.80
248,Simple,Narrative,5,64,-64,404.87,-404.87
249,Complex,Conversation,31,686,-686,4309.59,4309.59
250,Compound/Complex,Narrative,21,481,481,3196.96,-3196.96
251,Compound/Complex,Conversation,64,1282,-1282,7875.63,7875.63
252,Compound/Complex,Narrative,61,1177,1177,6999.00,6999.00
253,Compound/Complex,Narrative,24,659,659,4133.87,4133.87
254,Complex,Narrative,14,277,277,1600.23,-1600.23
255,Compound/Complex,Narrative,61,1389,1389,8490.34,-8490.34
256,Compound/Complex,Narrative,31,711,711,4529.23,4529.23
257,Complex,Narrative,31,647,647,3983.46,3983.46
258,Compound/Complex,Conversation,25,618,-618,4143.85,4143.85
259,Simple,Narrative,15,324,-324,1957.41,1957.41
260,Compound/Complex,Narrative,33,740,-740,4498.59,-4498.59
261,Compound/Complex,Narrative,23,456,-456,2724.78,-2724.78
262,Simple,Narrative,3,86,-86,568.53,-568.53
263,Compound/Complex,Narrative,17,501,501,3350.33,-3350.33
264,Compound/Complex,Narrative,33,749,749,4759.83,4759.83
265,Complex,Narrative,23,497,497,3094.25,-3094.25
266,Compound/Complex,Conversation,50,1052,-1052,6577.34,6577.34
267,Compound/Complex,Narrative,32,676,-676,4080.07,-4080.07
268,Compound/Complex,Narrative,56,1207,1207,7270.15,-7270.15
269,Compound/Complex,Conversation,18,438,-438,2911.55,2911.55
270,Simple,Narrative,9,165,165,1139.94,1139.94
271,Simple,Conversation,13,373,373,2392.22,-2392.22
272,Compound/Complex,Conversation,76,1452,-1452,8833.84,8833.84
273,Compound/Complex,Narrative,7,100,-100,665.26,665.26
274,Compound/Complex,Conversation,46,821,821,4968.32,-4968.32
275,Compound/Complex,Narrative,37,845,845,5250.10,-5250.10
276,Compound/Complex,Narrative,49,1141,1141,7404.36,-7404.36
277,Compound/Complex,Narrative,49,1015,1015,6169.84,6169.84
278,Compound/Complex,Narrative,15,309,309,1971.75,1971.75
279,Compound/Complex,Narrative,35,582,-582,3605.26,3605.26
280,Compound/Complex,Conversation,94,1955,1955,11989.67,11989.67
281,Compound/Complex,Narrative,20,453,453,2845.18,2845.18
282,Compound/Complex,Narrative,32,650,-650,3990.05,-3990.05
283,Simple,Narrative,2,26,-26,161.58,161.58
284,Simple,Narrative,2,81,81,559.61,559.61
285,Compound/Complex,Narrative,21,485,485,3051.70,3051.70
286,Compound/Complex,Narrative,44,1034,-1034,6317.52,6317.52
287,Compound/Complex,Conversation,67,1308,-1308,8156.27,-8156.27
288,Complex,Narrative,22,416,-416,2610.25,-2610.25
289,Simple,Narrative,9,192,-192,1210.27,-1210.27
290,Compound/Complex,Narrative,32,587,587,3629.40,3629.40
291,Compound/Complex,Narrative,55,1186,-1186,7498.24,-7498.24
292,Compound/Complex,Narrative,51,1105,1105,6807.74,6807.74
293,Compound/Complex,Conversation,42,864,-864,5168.59,-5168.59
294,Complex,Narrative,40,863,863,5472.12,-5472.12
295,Complex,Narrative,14,300,-300,1971.29,1971.29
296,Compound/Complex,Narrative,23,469,469,2887.86,2887.86
297,Compound/Complex,Conversation,74,1501,1501,9523.13,9523.13
298,Compound/Complex,Narrative,29,523,523,3177.47,3177.47
299,Complex,Narrative,7,90,-90,429.85,429.85
300,Compound/Complex,Narrative,72,1514,-1514,9133.27,9133.27
301,Compound/Complex,Narrative,44,916,-916,5750.89,-5750.89
302,Compound/Complex,Narrative,35,641,641,3990.02,-3990.02
303,Compound/Complex,Narrative,18,373,373,2261.14,2261.14
304,Compound/Complex,Conversation,24,447,447,2699.30,2699.30
305,Compound/Complex,Narrative,31,468,-468,2788.93,-2788.93
306,Compound/Complex,Narrative,32,739,739,4768.61,-4768.61
307,Complex,Narrative,19,350,-350,2227.58,2227.58
308,Compound/Complex,Conversation,35,772,-772,4795.57,4795.57
309,Compound/Complex,Narrative,21,524,-524,3394.50,-3394.50
310,Complex,Narrative,18,408,-408,2632.70,-2632.70
311,Complex,Narrative,10,155,155,880.54,-880.54
312,Compound/Complex,Narrative,23,495,495,3028.26,-3028.26
313,Compound/Complex,Narrative,38,747,747,4629.70,4629.70
314,Compound/Complex,Narrative,22,523,523,3179.86,3179.86
315,Compound/Complex,Narrative,32,677,677,4270.30,-4270.30
316,Compound/Complex,Conversation,55,1116,-1116,6774.66,-6774.66
317,Compound/Complex,Conversation,74,1542,-1542,9472.69,-9472.69
318,Compound/Complex,Conversation,18,294,-294,1707.50,1707.50
319,Compound/Complex,Conversation,51,1132,-1132,7214.63,-7214.63
320,Compound/Complex,Narrative,23,482,-482,3034.43,-3034.43
321,Compound/Complex,Conversation,49,1120,-1120,6875.16,6875.16
322,Complex,Narrative,29,663,663,4139.95,4139.95
323,Compound/Complex,Conversation,161,3397,3397,21344.86,-21344.86
324,Compound/Complex,Narrative,24,474,-474,2947.04,2947.04
325,Simple,Narrative,11,141,141,801.63,801.63
326,Compound/Complex,Conversation,33,693,693,4230.07,-4230.07
327,Compound/Complex,Narrative,18,356,-356,2282.69,-2282.69
328,Compound/Complex,Narrative,6,150,-150,985.14,985.14
329,Compound/Complex,Narrative,11,199,199,1354.46,-1354.46
330,Compound/Complex,Narrative,10,244,-244,1614.19,-1614.19
331,Compound/Complex,Narrative,22,418,-418,2714.58,-2714.58
332,Compound/Complex,Narrative,20,401,401,2515.83,2515.83
333,Compound/Complex,Conversation,96,1818,-1818,11096.75,-11096.75
334,Compound/Complex,Narrative,64,1196,-1196,7433.25,7433.25
335,Simple,Narrative,3,115,115,794.51,-794.51
336,Simple,Narrative,18,397,397,2520.74,-2520.74
337,Complex,Narrative,19,528,-528,3491.64,3491.64
338,Compound/Complex,Conversation,46,1045,1045,6546.40,-6546.40
339,Compound/Complex,Narrative,35,771,771,4870.17,-4870.17
340,Compound/Complex,Narrative,76,1657,1657,10165.55,10165.55
341,Simple,Narrative,16,277,277,1830.72,-1830.72
342,Complex,Narrative,27,537,537,3346.57,-3346.57
343,Compound/Complex,Narrative,33,700,-700,4513.45,4513.45
344,Complex,Narrative,15,363,363,2410.80,-2410.80
345,Compound/Complex,Narrative,27,500,-500,3066.11,-3066.11
346,Complex,Narrative,5,92,-92,511.16,511.16
347,Compound/Complex,Narrative,33,811,811,5039.48,5039.48
348,Complex,Narrative,13,292,-292,1920.68,-1920.68
349,Compound/Complex,Conversation,76,1455,1455,8713.72,8713.72
350,Compound/Complex,Narrative,25,527,527,3232.77,-3232.77
351,Compound/Complex,Narrative,27,383,383,2270.35,-2270.35
352,Complex,Narrative,26,590,-590,3603.35,3603.35
353,Compound/Complex,Narrative,37,697,697,4253.55,4253.55
354,Compound/Complex,Narrative,24,428,-428,2686.24,-2686.24
355,Compound/Complex,Narrative,20,400,-400,2601.43,2601.43
356,Compound/Complex,Narrative,55,1264,-1264,7802.24,-7802.24
357,Complex,Narrative,18,339,339,2201.61,2201.61
358,Compound/Complex,Conversation,28,624,-624,3959.06,3959.06
359,Compound/Complex,Narrative,29,737,737,4815.78,4815.78
360,Complex,Narrative,17,384,-384,2446.23,-2446.23
361,Compound/Complex,Narrative,43,911,911,5922.52,-5922.52
362,Complex,Narrative,5,124,-124,769.53,769.53
363,Compound/Complex,Narrative,55,1036,-1036,6390.27,-6390.27
364,Compound/Complex,Narrative,7,158,-158,1091.58,1091.58
365,Complex,Narrative,12,176,-176,1153.64,1153.64
366,Compound/Complex,Conversation,55,1276,-1276,8274.60,-8274.60
367,Compound/Complex,Narrative,16,397,397,2501.53,2501.53
368,Complex,Narrative,35,605,605,3681.96,3681.96
369,Compound/Complex,Narrative,43,839,839,4891.30,4891.30
370,Compound/Complex,Narrative,31,671,671,4294.52,-4294.52
371,Simple,Narrative,12,268,-268,1783.32,1783.32
372,Compound/Complex,Narrative,27,562,-562,3359.05,3359.05
373,Compound/Complex,Narrative,72,1388,-1388,8449.38,8449.38
374,Compound/Complex,Conversation,50,963,963,5973.82,5973.82
375,Compound/Complex,Conversation,77,1469,1469,9243.29,9243.29
376,Simple,Narrative,13,266,-266,1631.05,1631.05
377,Compound/Complex,Narrative,51,957,957,5830.60,-5830.60
378,Simple,Narrative,16,359,359,2210.93,-2210.93
379,Complex,Narrative,10,163,163,1012.12,-1012.12
380,Complex,Narrative,11,190,-190,1278.95,-1278.95
381,Compound/Complex,Narrative,28,505,505,3061.76,3061.76
382,Simple,Narrative,14,338,-338,2121.34,2121.34
383,Compound/Complex,Conversation,75,1552,-1552,9362.85,-9362.85
384,Compound/Complex,Narrative,34,857,857,5362.60,-5362.60
385,Compound/Complex,Narrative,48,945,945,5714.26,-5714.26
386,Compound/Complex,Narrative,16,378,-378,2552.13,-2552.13
387,Compound/Complex,Conversation,76,1575,1575,9832.11,-9832.11
388,Complex,Conversation,11,212,-212,1315.88,1315.88
389,Compound/Complex,Narrative,39,803,803,4944.92,-4944.92
390,Compound/Complex,Narrative,37,750,-750,4617.77,4617.77
391,Compound/Complex,Conversation,43,895,895,5508.21,-5508.21
392,Compound/Complex,Conversation,47,786,-786,4713.28,4713.28
393,Complex,Narrative,7,122,-122,807.65,807.65
394,Compound/Complex,Narrative,57,1250,-1250,7613.14,7613.14
395,Compound/Complex,Conversation,84,1664,-1664,10246.85,-10246.85
396,Compound/Complex,Narrative,74,1320,-1320,8176.32,-8176.32
397,Compound/Complex,Narrative,27,578,-578,3496.39,-3496.39
398,Compound/Complex,Narrative,24,396,-396,2386.12,-2386.12
399,Compound/Complex,Narrative,39,761,761,4934.51,-4934.51
400,Complex,Narrative,23,458,-458,2891.63,2891.63
401,Compound/Complex,Conversation,31,552,-552,3282.32,-3282.32
402,Compound/Complex,Narrative,46,1068,-1068,6772.61,-6772.61
403,Compound/Complex,Conversation,64,1496,-1496,9546.72,-9546.72
404,Simple,Narrative,5,96,-96,663.24,663.24
405,Compound/Complex,Narrative,44,939,939,5710.12,-5710.12
406,Simple,Narrative,8,185,185,1278.12,-1278.12
407,Compound/Complex,Narrative,23,535,535,3564.97,-3564.97
408,Compound/Complex,Narrative,38,808,-808,5254.88,-5254.88
409,Compound/Complex,Conversation,60,1097,1097,6855.89,6855.89
410,Compound/Complex,Conversation,50,971,971,5928.82,-5928.82
411,Simple,Narrative,5,96,-96,663.24,663.24
412,Compound/Complex,Narrative,50,981,981,6066.42,-6066.42
413,Compound/Complex,Narrative,27,534,-534,3247.84,3247.84
414,Compound/Complex,Narrative,19,513,513,3288.52,-3288.52
415,Complex,Narrative,19,344,-344,2094.90,-2094.90
416,Complex,Conversation,27,518,-518,3174.16,-3174.16
417,Compound/Complex,Narrative,24,597,597,3761.92,3761.92
418,Compound/Complex,Narrative,9,199,199,1265.72,1265.72
419,Compound/Complex,Conversation,34,721,721,4381.06,4381.06
420,Compound/Complex,Conversation,28,637,637,4199.85,4199.85
421,Compound/Complex,Narrative,34,661,661,3963.64,3963.64
422,Compound/Complex,Narrative,26,496,-496,3069.52,3069.52
423,Simple,Narrative,15,362,-362,2378.54,-2378.54
424,Compound/Complex,Narrative,28,645,645,3797.33,3797.33
425,Simple,Conversation,9,185,185,1226.95,-1226.95
426,Compound/Complex,Narrative,16,348,-348,2102.96,-2102.96
427,Compound/Complex,Narrative,55,1072,-1072,6652.74,-6652.74
428,Compound/Complex,Narrative,17,409,409,2694.36,-2694.36
429,Simple,Conversation,22,571,571,3625.52,3625.52
430,Simple,Narrative,4,106,-106,720.74,-720.74
431,Compound/Complex,Conversation,27,636,-636,3922.24,-3922.24
432,Compound/Complex,Narrative,47,851,851,5010.48,-5010.48
433,Complex,Conversation,32,600,-600,3793.17,3793.17
434,Compound/Complex,Narrative,22,462,-462,2853.50,2853.50
435,Compound/Complex,Conversation,52,1143,1143,7391.41,7391.41
436,Compound/Complex,Narrative,85,1705,1705,10806.04,-10806.04
437,Compound/Complex,Narrative,40,845,845,5256.67,-5256.67
438,Compound/Complex,Narrative,45,901,901,5722.74,-5722.74
439,Simple,Narrative,10,139,139,724.37,-724.37
440,Compound/Complex,Narrative,34,634,-634,3884.70,-3884.70
441,Compound/Complex,Conversation,106,2232,-2232,13707.48,13707.48
442,Compound/Complex,Narrative,49,1029,1029,6432.44,-6432.44
443,Simple,Narrative,12,237,237,1477.00,1477.00
444,Compound/Complex,Conversation,33,662,-662,4030.18,-4030.18
445,Simple,Narrative,7,134,-134,814.29,-814.29
446,Compound/Complex,Narrative,57,1365,1365,8676.29,-8676.29
447,Compound/Complex,Narrative,74,1826,-1826,11876.37,-11876.37
448,Compound/Complex,Narrative,22,434,-434,2685.93,2685.93
449,Compound/Complex,Conversation,37,800,-800,5101.26,5101.26
450,Compound/Complex,Conversation,55,1253,1253,8002.10,-8002.10
451,Compound/Complex,Conversation,116,2492,-2492,15684.26,-15684.26
452,Compound/Complex,Conversation,39,776,-776,4802.95,-4802.95
453,Compound/Complex,Narrative,55,1108,-1108,7031.08,7031.08
454,Complex,Narrative,12,254,-254,1550.32,-1550.32
455,Simple,Narrative,15,341,341,2044.45,-2044.45
456,Compound/Complex,Narrative,22,479,479,3191.85,3191.85
457,Simple,Narrative,13,270,-270,1605.10,1605.10
458,Complex,Conversation,23,399,399,2530.96,-2530.96
459,Simple,Narrative,1,25,25,172.72,-172.72
460,Compound/Complex,Conversation,25,631,631,4003.62,4003.62
461,Simple,Narrative,7,130,-130,877.13,877.13
462,Compound/Complex,Conversation,7,165,165,964.33,-964.33
463,Simple,Narrative,3,26,-26,70.36,-70.36
464,Compound/Complex,Narrative,37,966,-966,6149.00,-6149.00
