Sequence,Complexity,Mode,Words,T1_Raw,T1_Plot,T2_Raw,T2_Plot
81,Simple,Narrative,2,41,41,283.26,283.26
82,Simple,Conversation,11,184,-184,1072.45,-1072.45
83,Simple,Narrative,1,2,-2,3.89,3.89
84,Simple,Narrative,6,107,107,650.77,-650.77
85,Simple,Narrative,1,14,-14,96.72,-96.72
86,Simple,Narrative,10,219,219,1290.05,-1290.05
87,Simple,Conversation,16,242,-242,1494.17,-1494.17
88,Simple,Narrative,2,41,41,283.26,283.26
89,Simple,Narrative,3,61,61,384.14,-384.14
90,Simple,Narrative,5,85,85,558.27,-558.27
91,Simple,Narrative,2,45,45,310.89,-310.89
92,Simple,Narrative,1,49,49,338.53,-338.53
93,Simple,Narrative,2,49,49,338.53,-338.53
94,Simple,Narrative,16,313,313,1773.35,1773.35
95,Simple,Narrative,1,2,-2,3.89,3.89
96,Simple,Narrative,3,65,65,397.90,397.90
97,Simple,Narrative,1,14,-14,96.72,-96.72
98,Simple,Narrative,7,104,-104,569.73,569.73
99,Simple,Narrative,2,44,-44,303.99,303.99
100,Simple,Narrative,5,121,121,769.69,769.69
101,Simple,Narrative,2,40,-40,276.35,-276.35
102,Simple,Narrative,6,112,-112,648.02,-648.02
103,Simple,Narrative,2,44,-44,303.99,303.99
104,Simple,Narrative,5,98,-98,528.28,-528.28
105,Simple,Narrative,2,47,47,324.71,-324.71
106,Simple,Narrative,1,14,-14,96.72,-96.72
107,Simple,Narrative,7,115,115,668.85,-668.85
108,Simple,Narrative,7,103,103,608.04,-608.04
109,Simple,Narrative,7,130,-130,794.57,-794.57
110,Simple,Narrative,7,129,129,811.08,811.08
111,Simple,Narrative,7,143,143,839.17,839.17
112,Simple,Narrative,2,33,33,227.99,227.99
113,Simple,Narrative,1,25,25,172.72,-172.72
114,Simple,Narrative,6,124,-124,768.22,-768.22
115,Simple,Narrative,2,26,-26,161.58,161.58
116,Simple,Narrative,4,122,-122,842.87,-842.87
117,Simple,Narrative,2,30,-30,207.26,207.26
118,Complex,Narrative,7,161,161,1075.02,1075.02
119,Simple,Narrative,5,175,175,1157.86,1157.86
120,Simple,Narrative,2,34,-34,234.90,-234.90
121,Simple,Narrative,9,167,167,953.81,953.81
122,Simple,Narrative,10,253,253,1615.43,1615.43
123,Simple,Narrative,1,14,-14,96.72,-96.72
124,Simple,Narrative,17,392,-392,2395.19,2395.19
125,Simple,Narrative,12,233,233,1358.62,-1358.62
126,Simple,Narrative,2,41,41,283.26,283.26
127,Simple,Narrative,12,266,-266,1563.59,1563.59
128,Simple,Narrative,1,2,-2,3.89,3.89
129,Simple,Narrative,13,320,-320,2010.85,-2010.85
130,Simple,Narrative,1,14,-14,96.72,-96.72
131,Simple,Narrative,7,140,-140,820.86,-820.86
132,Simple,Narrative,7,248,-248,1692.37,-1692.37
133,Simple,Narrative,7,182,-182,1206.22,-1206.22
134,Simple,Narrative,1,2,-2,3.89,3.89
135,Simple,Narrative,11,256,-256,1517.52,1517.52
136,Simple,Narrative,1,14,-14,96.72,-96.72
137,Simple,Narrative,8,213,213,1383.10,1383.10
138,Simple,Narrative,2,41,41,283.26,283.26
139,Compound/Complex,Narrative,8,243,243,1598.68,-1598.68
140,Simple,Narrative,1,2,-2,3.89,3.89
141,Simple,Narrative,13,306,-306,1959.35,1959.35
142,Simple,Narrative,2,45,45,310.89,-310.89
143,Simple,Narrative,11,343,343,2132.86,-2132.86
144,Compound/Complex,Narrative,26,645,645,4281.50,4281.50
145,Simple,Narrative,10,0,0,0.00,0.00
146,Compound/Complex,Narrative,10,124,-124,793.38,793.38
147,Simple,Narrative,2,49,49,338.53,-338.53
149,Compound/Complex,Narrative,39,668,-668,4055.08,4055.08
150,Compound/Complex,Narrative,15,292,-292,1909.04,1909.04
151,Compound/Complex,Narrative,25,690,-690,4474.63,-4474.63
152,Simple,Narrative,5,114,-114,667.77,667.77
153,Compound/Complex,Narrative,51,1002,-1002,6047.13,6047.13
154,Compound/Complex,Conversation,36,710,-710,3992.35,-3992.35
155,Compound/Complex,Conversation,54,1284,-1284,7949.91,7949.91
157,Simple,Narrative,11,257,257,1628.79,-1628.79
158,Complex,Narrative,11,358,-358,2473.33,2473.33
159,Complex,Narrative,24,475,475,2936.81,-2936.81
160,Compound/Complex,Narrative,69,1367,1367,8573.32,8573.32
161,Complex,Narrative,28,634,-634,4097.94,4097.94
162,Compound/Complex,Narrative,45,1004,-1004,6199.34,6199.34
163,Complex,Narrative,20,441,441,2748.20,-2748.20
164,Compound/Complex,Conversation,84,1809,1809,11153.46,11153.46
165,Compound/Complex,Narrative,29,533,533,3161.58,3161.58
166,Compound/Complex,Conversation,35,622,-622,3911.86,3911.86
167,Compound/Complex,Narrative,12,327,327,2179.02,2179.02
168,Simple,Narrative,6,107,107,701.94,701.94
169,Compound/Complex,Conversation,17,352,-352,2385.89,2385.89
170,Complex,Conversation,41,714,-714,4503.39,4503.39
171,Compound/Complex,Narrative,49,939,939,5847.31,5847.31
172,Complex,Narrative,39,838,-838,5213.80,5213.80
173,Compound/Complex,Narrative,26,609,609,3808.05,-3808.05
174,Compound/Complex,Narrative,46,813,813,4686.70,-4686.70
175,Compound/Complex,Conversation,45,928,-928,5698.53,-5698.53
176,Complex,Narrative,28,543,543,3291.35,3291.35
177,Compound/Complex,Narrative,25,466,-466,2673.02,2673.02
178,Compound/Complex,Conversation,56,1159,1159,7099.05,7099.05
179,Compound/Complex,Narrative,41,986,-986,6463.81,6463.81
180,Compound/Complex,Narrative,61,1204,-1204,7352.64,-7352.64
181,Compound/Complex,Narrative,40,755,755,4472.98,-4472.98
182,Compound/Complex,Narrative,45,808,-808,4531.08,4531.08
183,Compound/Complex,Conversation,48,859,859,5115.60,5115.60
184,Complex,Narrative,15,185,185,1099.32,1099.32
185,Compound/Complex,Narrative,34,602,-602,3747.33,3747.33
186,Compound/Complex,Narrative,23,363,363,2296.25,-2296.25
187,Compound/Complex,Narrative,34,720,-720,4438.71,-4438.71
188,Complex,Narrative,12,248,-248,1543.59,1543.59
189,Compound/Complex,Narrative,26,526,-526,3271.08,3271.08
190,Simple,Narrative,12,285,285,1873.62,1873.62
191,Compound/Complex,Narrative,35,763,763,4640.50,-4640.50
192,Complex,Narrative,21,410,-410,2683.38,2683.38
193,Compound/Complex,Narrative,46,872,-872,5532.34,-5532.34
194,Complex,Narrative,58,1351,1351,8762.22,-8762.22
195,Compound/Complex,Narrative,40,788,-788,5043.90,5043.90
196,Complex,Narrative,28,578,-578,3460.35,-3460.35
197,Simple,Narrative,7,107,107,739.24,739.24
198,Simple,Narrative,8,134,-134,874.60,-874.60
199,Compound/Complex,Conversation,103,1974,-1974,12084.18,-12084.18
200,Compound/Complex,Conversation,29,568,-568,3618.70,-3618.70
201,Compound/Complex,Narrative,15,298,-298,1975.24,1975.24
202,Compound/Complex,Conversation,35,729,729,4471.91,4471.91
203,Compound/Complex,Narrative,26,538,-538,3231.96,3231.96
204,Compound/Complex,Narrative,42,819,819,5040.66,-5040.66
205,Compound/Complex,Narrative,23,440,-440,2630.00,-2630.00
206,Complex,Narrative,33,658,-658,4102.24,-4102.24
207,Compound/Complex,Conversation,59,1133,1133,6890.97,-6890.97
208,Compound/Complex,Narrative,26,488,-488,3139.04,3139.04
209,Simple,Narrative,4,115,115,757.21,757.21
210,Complex,Conversation,47,742,-742,4411.11,4411.11
211,Compound/Complex,Narrative,25,383,383,2051.17,2051.17
212,Compound/Complex,Conversation,48,865,865,5090.22,-5090.22
213,Simple,Narrative,2,56,-56,349.60,349.60
214,Compound/Complex,Narrative,41,782,-782,4790.49,-4790.49
215,Compound/Complex,Narrative,26,534,-534,3466.84,-3466.84
216,Complex,Narrative,33,634,-634,3993.18,3993.18
217,Simple,Conversation,14,63,63,359.06,359.06
218,Simple,Narrative,12,364,-364,2426.32,-2426.32
219,Compound/Complex,Narrative,51,1026,-1026,6251.15,6251.15
220,Compound/Complex,Narrative,32,471,471,2993.28,2993.28
221,Compound/Complex,Conversation,36,700,-700,4160.68,-4160.68
222,Compound/Complex,Narrative,12,242,-242,1542.56,-1542.56
223,Simple,Narrative,1,12,-12,82.91,-82.91
224,Simple,Narrative,1,33,33,227.99,227.99
225,Complex,Narrative,8,163,163,1066.74,-1066.74
226,Compound/Complex,Narrative,41,804,-804,5003.53,5003.53
227,Compound/Complex,Narrative,46,978,-978,6326.93,-6326.93
228,Compound/Complex,Narrative,43,891,891,5608.84,-5608.84
229,Complex,Narrative,7,142,-142,932.16,-932.16
230,Simple,Narrative,1,19,19,131.27,131.27
231,Simple,Narrative,1,22,-22,151.99,151.99
232,Simple,Narrative,6,97,97,632.86,-632.86
233,Complex,Narrative,21,370,-370,2137.47,2137.47
234,Simple,Narrative,16,290,-290,1696.06,-1696.06
235,Simple,Narrative,2,43,43,297.08,297.08
236,Compound/Complex,Narrative,35,624,-624,3891.91,3891.91
237,Compound/Complex,Narrative,23,574,-574,3526.12,-3526.12
238,Compound/Complex,Narrative,35,631,631,3724.37,-3724.37
239,Compound/Complex,Narrative,22,478,-478,2954.96,-2954.96
240,Compound/Complex,Narrative,24,379,379,2158.21,-2158.21
241,Compound/Complex,Narrative,39,761,761,4444.38,-4444.38
242,Compound/Complex,Narrative,28,574,-574,3745.30,3745.30
243,Simple,Narrative,10,182,-182,1042.74,-1042.74
244,Compound/Complex,Narrative,21,339,339,1923.54,1923.54
245,Compound/Complex,Narrative,30,671,671,4191.01,4191.01
246,Compound/Complex,Narrative,57,1067,1067,6492.46,-6492.46
247,Compound/Complex,Narrative,29,573,573,3640.94,-3640.94
248,Compound/Complex,Narrative,20,411,411,2612.01,-2612.01
249,Simple,Narrative,17,424,-424,2866.55,-2866.55
250,Compound/Complex,Narrative,29,563,563,3349.52,3349.52
251,Compound/Complex,Narrative,46,876,-876,5352.25,-5352.25
252,Simple,Narrative,11,266,-266,1681.01,1681.01
253,Compound/Complex,Conversation,60,1242,-1242,7997.48,7997.48
254,Compound/Complex,Narrative,71,1329,1329,8035.53,8035.53
255,Compound/Complex,Narrative,24,587,587,3688.95,-3688.95
256,Compound/Complex,Narrative,29,540,-540,3506.07,-3506.07
257,Compound/Complex,Narrative,30,692,-692,4331.22,4331.22
258,Compound/Complex,Narrative,31,610,-610,3917.19,3917.19
259,Complex,Narrative,16,300,-300,1883.49,1883.49
260,Simple,Narrative,12,218,-218,1349.39,1349.39
261,Compound/Complex,Conversation,74,1515,1515,9444.17,-9444.17
262,Compound/Complex,Narrative,23,552,-552,3398.14,-3398.14
263,Compound/Complex,Narrative,34,734,-734,4516.09,-4516.09
264,Simple,Narrative,41,725,725,4328.45,-4328.45
265,Compound/Complex,Conversation,52,1138,-1138,7391.63,7391.63
266,Simple,Narrative,11,193,193,1267.12,1267.12
267,Compound/Complex,Narrative,33,710,-710,4477.29,4477.29
268,Simple,Narrative,10,221,221,1475.77,1475.77
269,Simple,Narrative,6,117,117,757.15,757.15
270,Compound/Complex,Narrative,81,1394,-1394,8305.36,8305.36
271,Compound/Complex,Narrative,26,557,557,3384.78,-3384.78
272,Compound/Complex,Narrative,30,553,553,3360.86,-3360.86
273,Complex,Narrative,36,828,-828,5153.55,5153.55
274,Compound/Complex,Narrative,33,586,-586,3713.18,3713.18
275,Simple,Narrative,14,293,293,1861.21,1861.21
276,Complex,Narrative,33,695,695,4479.05,4479.05
277,Simple,Narrative,1,7,7,48.36,-48.36
278,Complex,Narrative,20,375,375,2298.65,-2298.65
279,Compound/Complex,Narrative,22,508,-508,3174.22,-3174.22
280,Compound/Complex,Narrative,23,511,511,3166.16,-3166.16
281,Simple,Narrative,3,84,-84,580.34,-580.34
282,Simple,Conversation,9,249,249,1530.21,-1530.21
283,Simple,Narrative,21,435,435,2631.93,2631.93
284,Complex,Narrative,15,342,-342,2362.79,-2362.79
285,Complex,Narrative,26,536,-536,3536.58,-3536.58
286,Complex,Narrative,20,331,331,2153.80,2153.80
287,Simple,Narrative,1,50,-50,345.44,345.44
288,Simple,Narrative,1,21,21,145.08,145.08
289,Simple,Narrative,2,34,-34,216.85,-216.85
291,Complex,Narrative,30,498,-498,3083.62,3083.62
292,Simple,Narrative,7,123,123,790.39,-790.39
293,Simple,Narrative,6,92,-92,554.10,-554.10
295,Complex,Conversation,12,184,-184,1122.43,-1122.43
296,Simple,Narrative,7,105,105,703.33,703.33
297,Simple,Narrative,11,148,-148,888.92,-888.92
298,Complex,Narrative,16,234,-234,1553.80,1553.80
299,Compound/Complex,Narrative,22,390,-390,2540.77,-2540.77
300,Simple,Narrative,7,86,-86,534.77,-534.77
301,Complex,Conversation,18,294,-294,1854.43,-1854.43
302,Complex,Narrative,28,446,-446,2569.89,2569.89
303,Complex,Narrative,5,85,85,500.09,-500.09
304,Simple,Narrative,14,210,-210,1090.77,-1090.77
305,Simple,Narrative,3,72,-72,497.43,497.43
306,Simple,Narrative,11,118,-118,768.61,-768.61
307,Simple,Narrative,5,45,45,285.28,285.28
308,Compound/Complex,Narrative,22,322,-322,2072.30,-2072.30
309,Simple,Narrative,2,38,-38,262.53,-262.53
311,Simple,Narrative,7,143,143,868.13,-868.13
312,Complex,Narrative,11,218,-218,1408.60,-1408.60
313,Simple,Narrative,7,220,-220,1468.76,-1468.76
314,Complex,Narrative,17,343,343,2332.41,-2332.41
315,Complex,Narrative,22,344,-344,2186.22,-2186.22
316,Simple,Narrative,6,117,117,808.32,-808.32
317,Simple,Narrative,6,157,157,1033.50,1033.50
319,Simple,Narrative,13,262,-262,1610.15,-1610.15
320,Simple,Narrative,14,247,247,1492.64,-1492.64
321,Compound/Complex,Narrative,24,494,-494,3063.80,3063.80
323,Complex,Narrative,3,69,69,476.70,-476.70
324,Simple,Conversation,5,64,-64,416.54,-416.54
325,Simple,Narrative,9,163,163,932.11,-932.11
326,Simple,Narrative,5,112,-112,653.95,653.95
327,Complex,Narrative,7,144,-144,969.24,969.24
328,Complex,Narrative,4,43,43,297.08,297.08
329,Simple,Narrative,3,59,59,370.32,-370.32
330,Simple,Narrative,10,198,-198,1089.00,1089.00
331,Simple,Narrative,7,129,129,853.94,853.94
332,Simple,Narrative,6,109,109,674.47,-674.47
333,Simple,Narrative,10,171,171,921.14,921.14
334,Compound/Complex,Narrative,9,187,187,1203.47,1203.47
335,Simple,Narrative,14,251,251,1441.29,1441.29
337,Simple,Narrative,5,100,-100,653.58,653.58
338,Complex,Narrative,16,311,311,2082.35,-2082.35
340,Complex,Narrative,8,154,-154,1063.95,1063.95
341,Complex,Narrative,5,77,77,422.73,-422.73
342,Simple,Narrative,2,42,-42,290.17,-290.17
344,Simple,Narrative,6,91,91,479.92,479.92
345,Compound/Complex,Narrative,15,276,-276,1722.99,-1722.99
347,Simple,Conversation,20,341,341,1984.14,-1984.14
348,Simple,Narrative,5,118,-118,815.23,815.23
349,Complex,Narrative,5,153,153,1057.04,1057.04
350,Complex,Narrative,4,105,105,638.27,-638.27
351,Simple,Narrative,5,89,89,503.40,503.40
352,Simple,Narrative,14,189,189,1189.56,1189.56
353,Simple,Narrative,7,134,-134,777.00,-777.00
354,Complex,Narrative,8,119,119,770.91,-770.91
355,Simple,Narrative,2,49,49,338.53,-338.53
357,Simple,Narrative,22,501,501,3254.21,-3254.21
359,Compound/Complex,Narrative,16,312,-312,1955.98,1955.98
360,Simple,Narrative,5,89,89,592.79,-592.79
361,Complex,Narrative,12,244,-244,1510.47,-1510.47
362,Simple,Narrative,9,185,185,1199.53,1199.53
363,Complex,Narrative,7,115,115,757.21,757.21
365,Simple,Narrative,5,82,-82,529.22,529.22
366,Complex,Narrative,8,119,119,706.26,-706.26
367,Complex,Narrative,17,279,279,1764.20,-1764.20
368,Simple,Narrative,12,187,187,1083.78,1083.78
369,Simple,Narrative,10,198,-198,1329.03,1329.03
370,Compound/Complex,Narrative,8,149,149,1007.29,1007.29
371,Simple,Narrative,12,146,-146,888.12,-888.12
372,Complex,Narrative,9,148,-148,915.86,915.86
373,Complex,Narrative,10,162,-162,1012.59,-1012.59
374,Complex,Narrative,15,250,-250,1519.00,-1519.00
375,Complex,Conversation,15,227,227,1387.46,1387.46
376,Complex,Conversation,14,215,215,1208.25,-1208.25
377,Compound/Complex,Conversation,16,271,271,1702.36,-1702.36
378,Simple,Conversation,9,114,-114,598.66,-598.66
379,Complex,Conversation,20,359,359,2256.25,-2256.25
380,Complex,Narrative,16,286,-286,1670.33,-1670.33
381,Simple,Narrative,2,45,45,310.89,-310.89
382,Simple,Narrative,7,95,95,507.55,507.55
383,Simple,Narrative,12,200,-200,1144.51,-1144.51
385,Compound/Complex,Narrative,15,342,-342,2162.45,-2162.45
386,Complex,Narrative,8,140,-140,929.93,929.93
388,Simple,Narrative,5,111,111,729.58,729.58
389,Simple,Narrative,17,336,-336,1949.20,1949.20
391,Complex,Narrative,13,249,249,1529.81,1529.81
392,Compound/Complex,Narrative,19,358,-358,2215.43,2215.43
393,Simple,Narrative,11,163,163,828.57,-828.57
394,Simple,Narrative,13,224,-224,1273.03,1273.03
395,Simple,Narrative,2,49,49,338.53,-338.53
397,Simple,Narrative,8,166,-166,1034.97,-1034.97
398,Compound/Complex,Narrative,13,246,-246,1522.63,-1522.63
399,Compound/Complex,Narrative,17,259,259,1559.96,1559.96
400,Simple,Narrative,11,245,245,1580.76,-1580.76
401,Simple,Narrative,12,187,187,994.38,-994.38
402,Simple,Narrative,6,131,131,853.88,853.88
404,Simple,Narrative,15,284,-284,1627.24,1627.24
405,Compound/Complex,Narrative,7,131,131,905.05,905.05
406,Simple,Narrative,3,43,43,297.08,297.08
407,Simple,Narrative,2,53,53,366.16,-366.16
409,Simple,Narrative,13,228,-228,1269.70,1269.70
410,Simple,Narrative,9,149,149,880.63,-880.63
411,Complex,Conversation,13,216,-216,1316.37,-1316.37
412,Simple,Narrative,4,112,-112,763.85,763.85
413,Simple,Narrative,5,106,-106,695.03,695.03
414,Simple,Narrative,8,153,153,1019.75,1019.75
415,Complex,Narrative,5,98,-98,677.06,677.06
416,Compound/Complex,Narrative,14,354,-354,2324.29,-2324.29
417,Simple,Narrative,5,91,91,591.40,591.40
418,Simple,Narrative,5,89,89,589.26,589.26
419,Complex,Narrative,7,111,111,729.58,729.58
420,Simple,Narrative,3,88,-88,607.97,607.97
421,Simple,Narrative,4,57,57,356.51,-356.51
422,Compound/Complex,Conversation,16,270,-270,1524.96,-1524.96
424,Simple,Narrative,9,134,-134,777.00,-777.00
425,Simple,Narrative,5,98,-98,639.76,639.76
426,Simple,Narrative,4,34,-34,209.28,209.28
427,Simple,Narrative,4,88,-88,570.68,-570.68
428,Simple,Narrative,5,64,-64,416.54,-416.54
429,Complex,Narrative,7,132,-132,849.04,849.04
431,Complex,Conversation,23,513,513,3167.65,3167.65
432,Simple,Narrative,11,199,199,1114.58,-1114.58
433,Compound/Complex,Narrative,21,391,391,2382.95,-2382.95
435,Compound/Complex,Narrative,32,664,-664,4001.84,4001.84
437,Compound/Complex,Narrative,16,339,339,2041.44,2041.44
438,Complex,Narrative,8,133,133,822.87,-822.87
439,Simple,Narrative,17,289,289,1558.61,-1558.61
441,Compound/Complex,Narrative,18,406,-406,2600.61,-2600.61
443,Simple,Narrative,5,99,99,609.38,609.38
444,Complex,Narrative,4,68,-68,447.71,447.71
445,Simple,Narrative,5,109,109,715.76,715.76
446,Compound/Complex,Conversation,14,169,169,1075.94,1075.94
447,Compound/Complex,Narrative,11,216,-216,1441.12,1441.12
448,Simple,Narrative,6,127,127,877.41,877.41
449,Simple,Narrative,4,102,-102,704.69,-704.69
450,Simple,Narrative,4,81,81,559.61,559.61
451,Simple,Narrative,7,150,-150,924.83,-924.83
452,Simple,Narrative,3,59,59,407.62,407.62
453,Simple,Narrative,10,248,-248,1608.25,-1608.25
454,Simple,Narrative,8,136,-136,870.28,-870.28
455,Simple,Narrative,2,52,-52,359.26,359.26
457,Complex,Narrative,11,201,201,1325.75,1325.75
458,Complex,Conversation,7,154,-154,925.32,925.32
459,Simple,Narrative,3,53,53,366.16,-366.16
460,Complex,Narrative,6,77,77,465.70,465.70
461,Complex,Narrative,11,190,-190,1312.66,-1312.66
462,Complex,Narrative,7,137,137,867.91,867.91
463,Simple,Narrative,7,91,91,479.92,479.92
465,Simple,Narrative,5,134,-134,888.48,-888.48
467,Compound/Complex,Narrative,22,448,-448,2801.92,2801.92
468,Simple,Narrative,2,48,-48,331.62,331.62
470,Complex,Narrative,20,329,329,2080.71,-2080.71
472,Complex,Narrative,23,513,513,3295.43,3295.43
473,Simple,Narrative,10,212,-212,1353.17,1353.17
474,Complex,Narrative,5,130,-130,860.84,-860.84
476,Simple,Narrative,9,173,173,1028.16,-1028.16
477,Complex,Conversation,8,111,111,692.28,-692.28
478,Complex,Narrative,7,140,-140,945.14,945.14
479,Simple,Narrative,6,155,155,996.27,-996.27
480,Compound/Complex,Narrative,13,298,-298,1929.05,1929.05
482,Simple,Narrative,7,142,-142,861.22,861.22
483,Simple,Narrative,5,128,-128,833.15,833.15
484,Simple,Narrative,7,89,89,577.59,577.59
485,Simple,Narrative,2,52,-52,359.26,359.26
487,Simple,Narrative,4,80,-80,552.70,-552.70
488,Simple,Narrative,7,113,113,655.33,655.33
489,Compound/Complex,Narrative,31,553,553,3192.12,-3192.12
491,Simple,Narrative,12,226,-226,1449.89,1449.89
492,Complex,Narrative,9,155,155,959.37,959.37
493,Simple,Narrative,5,84,-84,505.75,505.75
495,Simple,Narrative,5,93,93,605.22,605.22
496,Simple,Narrative,6,131,131,867.75,867.75
498,Simple,Narrative,6,110,-110,722.67,-722.67
499,Simple,Narrative,14,252,-252,1402.16,-1402.16
500,Simple,Narrative,2,56,-56,386.89,-386.89
502,Simple,Narrative,2,52,-52,359.26,359.26
503,Simple,Narrative,10,219,219,1410.68,-1410.68
504,Complex,Narrative,6,137,137,826.67,-826.67
506,Complex,Narrative,17,374,-374,2449.87,2449.87
509,Compound/Complex,Narrative,15,301,301,1853.07,1853.07
510,Simple,Narrative,16,361,361,2282.36,-2282.36
511,Simple,Narrative,2,34,-34,216.85,-216.85
512,Simple,Narrative,4,108,-108,671.96,671.96
514,Simple,Narrative,7,90,-90,473.01,473.01
516,Simple,Narrative,7,97,97,499.28,499.28
518,Simple,Narrative,4,59,59,370.32,-370.32
520,Simple,Narrative,4,86,-86,482.67,-482.67
522,Complex,Narrative,30,498,-498,3083.62,3083.62
523,Simple,Narrative,7,123,123,790.39,-790.39
524,Simple,Narrative,6,92,-92,554.10,-554.10
525,Complex,Conversation,8,169,169,1056.10,-1056.10
526,Compound/Complex,Conversation,37,731,731,4620.44,-4620.44
527,Compound/Complex,Narrative,34,704,-704,4411.18,4411.18
528,Compound/Complex,Narrative,30,586,-586,3687.63,3687.63
529,Compound/Complex,Conversation,57,1035,1035,6288.57,-6288.57
530,Compound/Complex,Conversation,47,1029,1029,6448.66,-6448.66
531,Compound/Complex,Conversation,33,706,-706,4643.49,4643.49
532,Compound/Complex,Narrative,17,285,285,1657.16,1657.16
533,Simple,Narrative,12,250,-250,1541.12,1541.12
534,Compound/Complex,Narrative,28,460,-460,2549.34,2549.34
535,Compound/Complex,Conversation,32,524,-524,3094.38,-3094.38
536,Compound/Complex,Narrative,25,433,433,2704.41,-2704.41
537,Compound/Complex,Conversation,31,671,671,4332.52,-4332.52
538,Complex,Conversation,33,522,-522,3231.98,3231.98
539,Compound/Complex,Narrative,26,565,565,3453.40,3453.40
